symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SPPL2A	0.3446472919894155	0.5557582282729975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22320793823395874	No data	No data	No data	0	0	1	1	0	0	No data	0.19117484831770537	-0.12070167398158138	0	No data	No data	0	-1	-1
APOB	0.36236506997480916	0.5523110818182049	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8750388557324885	No data	No data	1	0	1	0	1	0	0	No data	-0.6480970766685052	-0.910720988845943	0	-1	No data	No data	0.75	0.5
MMP3	0.3531223299900472	0.5507787550263581	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6016132826690701	No data	No data	0.75	0	1	1	1	1	0	No data	0.468284611141754	-0.16131306872844392	0	-1	No data	-0.45492750000000015	0.5	0
PTPRN2	0.3401738672774027	0.5506637435517714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15660352679052994	0.04798175954176312	No data	No data	0	0	0	0	0	0	No data	-0.2687258687258687	0	0	No data	No data	0	0.5	0
GLIS3	0.33635048689796265	0.5505195896769213	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05502842268958826	No data	No data	No data	0	0	0	0	0	0.20429999999999993	No data	-0.19966905681191394	-0.7064535923270051	0	No data	No data	0	0.5	0
AFF3	0.3366885704172154	0.5498764548597913	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	0.010219569015539732	No data	No data	0	0	0	0	0	0.4086449999999999	No data	-0.8734693877551021	-0.6906033536191075	0	No data	No data	0	-1	0
ECHDC3	0.33633483011915766	0.5471044826686413	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12281547860985867	No data	No data	No data	0	0	0	0	1	0.07590999999999966	No data	0.7490347490347491	No data	0	No data	No data	0	0.5	-1
TOMM40	0.3562702855098226	0.5457758067385217	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8052352043458736	No data	No data	No data	0	0	0	0	0	0.6537399999999998	No data	-0.7342526199669057	-0.6797107571892865	-1	No data	No data	0	-1	-1
KMT2C	0.33694421564736216	0.5452806702557259	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17933958529542823	No data	No data	No data	0	0	1	0	0	0.2618600000000001	No data	-0.95565361279647	-0.7349225710974411	0	No data	-1	0	-1	-1
APOC1	0.35651211897885987	0.5449404487667465	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8298983176493941	No data	No data	No data	0	1	0	0	0	0	No data	0.6721456150027578	-0.7286066345364003	0	No data	No data	No data	1	-1
FARP1	0.3325204790630211	0.5448431809556559	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	0	0	0	0.5980849999999996	No data	-0.6333149476006619	-0.05901705023956677	0	No data	No data	0	-1	-1
BARHL2	0.33002419487884027	0.54286474081492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6253250000000001	No data	-0.5335907335907336	-0.6550109607403317	0	No data	No data	0	1	0.5
MTHFD1L	0.3342691645605028	0.5416771585628394	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1634047008940142	No data	No data	No data	0	0	0	0	0	0.4222900000000003	No data	-0.19327082184225042	-0.7676564990067161	0	No data	No data	0	0.5	0
VEGFC	0.3381512479087822	0.5403870660834097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.31692119706840205	No data	No data	0.75	0	1	0	0	0	0.27207500000000023	No data	-0.8155543298400441	-0.7710737034967191	0	No data	No data	0	-1	0
TRIM48	0.3292995826206985	0.5386331546842751	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	No data	No data	0.7319360176503034	No data	No data	No data	No data	-0.69866	No data	No data
PSG2	0.33312293217328887	0.538606018824782	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18711819085543366	No data	No data	No data	0	1	0	0	0	No data	No data	0.7956977385548814	No data	0	No data	No data	-0.7462675000000001	1	1
CAV1	0.34228678051745615	0.5370030690449171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.504423067154907	0.036519329322789805	No data	No data	0	0	0	0	0	0.7471899999999998	No data	-0.001765030336458917	-0.9890679154488915	0	No data	No data	0	-1	0
UBE2V2	0.3271833161277156	0.536975849390832	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.931035	No data	0.3819084390512961	No data	0	No data	No data	-0.7068974999999998	-1	-1
LIPG	0.32764475862864867	0.536921104345637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04059289031385596	No data	No data	No data	0	1	1	1	0	0.010000000000000142	No data	-0.14969663541092115	-0.17073779750080204	0	No data	No data	0	0.75	0
NBPF4	0.3266657958156963	0.5367324985720945	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	No data	No data	0.8177606177606178	No data	No data	No data	No data	-0.9804075000000001	0.5	0.5
DIRAS2	0.32662253819283904	0.5365093603677767	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	1	0	0	0	0	0.9497500000000002	No data	-0.3157198014340872	-0.39195967452801656	0	No data	No data	-0.47236249999999985	1	0.5
IGFBP3	0.34889396460472044	0.5311920907383504	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8542397687099536	No data	No data	No data	0	1	0	1	0	0.08934500000000015	No data	-0.17363485934914502	-0.8736024185814858	0	No data	No data	0	0.5	-1
NCOR2	0.32692021268964716	0.5291022445552023	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1731336250698096	No data	No data	No data	0	0	1	1	0	0.3695300000000003	0	-0.7423055708769994	-0.9375147721290766	0	-1	-1	0	-1	-1
SAP30L	0.31999449465934887	0.526366645540104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.836065	No data	-0.2551571980143409	No data	0	No data	No data	-0.24863500000000016	-1	-1
COX7B2	0.3203100161432409	0.5262777236249699	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.8309983452840595	0	0	No data	No data	-0.22839500000000007	1	0.5
ANKRD55	0.3201003912628567	0.5259329066142053	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.28339	No data	-0.21665747380033096	No data	0	No data	No data	0	0.5	0.5
TYW1	0.31940216559160506	0.5253923092010488	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.009564999999999912	No data	-0.5458356315499173	-0.21929867103040152	0	No data	No data	-0.6823775000000001	-1	-1
DENND1A	0.31885036928761773	0.5244846461805945	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19159000000000007	No data	-0.5771649200220629	-0.919984405282623	0	No data	No data	0	-1	-1
HCN4	0.3182964802594147	0.5235735407877126	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7547800000000002	No data	-0.6077220077220078	-0.8289591821393918	0	No data	No data	0	0.75	0.5
TBL1XR1	0.31994220122607375	0.5217211458310819	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0.9513599999999997	No data	-0.970546056260342	-0.8354562841737114	0	No data	-1	-0.6935800000000001	-1	-1
ARHGAP8	0.31670783823559523	0.520960345289046	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.7676778819635963	0	0	No data	No data	0	0.5	0
BZW2	0.3175814523477507	0.5208775471732834	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.9522649999999999	No data	-0.5726420297848869	-0.6266422218475678	0	No data	No data	-0.30787499999999995	0.5	-1
MUC19	0.3184349763074355	0.5207617022822142	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	1	No data	No data	No data	0	No data	No data	0	No data	No data	No data	0	0.5	1
RBCK1	0.31782381365344103	0.5205716044364999	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04448871350855044	No data	No data	No data	No data	No data	0	1	0	0.5588250000000002	No data	-0.13590733590733595	-0.39195967452801656	0	No data	No data	0	-1	-1
TCF7L2	0.32978984865860334	0.5196417354717148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4251418109716581	0.07111948756355997	No data	No data	0	0	1	1	0	0.7334400000000002	No data	-0.7158301158301159	-0.8841823322477599	0	-1	-1	0	-1	-1
B3GNT2	0.3164500252447299	0.5192950704504888	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024823840902474525	No data	No data	No data	0	0	0	0	0	0.3702750000000002	No data	-0.47335907335907335	-0.28383012441698857	0	No data	No data	0	-1	-1
GMPR	0.3368334786123497	0.5191037107790042	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.693754050670775	0.01233369872844113	No data	No data	No data	No data	0	0	1	0.7681150000000002	No data	0.4115830115830117	0	0	No data	No data	-0.4927524999999999	0.5	-1
CAMK1D	0.3217163397537723	0.5176936063260928	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2301068729859787	No data	No data	No data	0	0	1	1	1	0.8831150000000001	1	-0.8333149476006618	-0.7363903295619473	0	No data	No data	-0.27922000000000013	0.5	0
ANO5	0.3151740534623453	0.5176307014994128	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.008943907727730077	No data	No data	1	0	0	0	0	0.014240000000000207	No data	0.12277992277992289	-0.6374453098278889	0	No data	No data	0	0.75	0
TLR5	0.3187469256268344	0.5174453206853027	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13738337056202474	No data	No data	0.5	0	0	0	1	0	0	No data	0.8775510204081634	-0.9063307890888783	0	No data	No data	0	-1	0
MAPKAP1	0.3172030462564823	0.5174453206853027	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08659208390842947	No data	No data	No data	0	0	1	1	0	0.8563200000000002	No data	-0.8276889134031991	-0.2968332104456023	0	No data	No data	No data	-1	-1
NFATC2	0.31891325371837775	0.5174453206853027	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1428553121776448	No data	No data	No data	0	0	0	0	0	0.446255	No data	-0.8327633756205185	0	0	-1	No data	0	-1	0
ADGRA3	0.316331818750276	0.5174453206853027	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05793002205438066	No data	No data	0	0	0	0	0	0.6290700000000001	No data	-0.5586321014892444	No data	0	No data	No data	0	0.5	-1
MB21D2	0.3145709465246171	0.5174453206853027	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9287149999999997	No data	-0.728957528957529	0	0	No data	No data	0	-1	-1
ANAPC1	0.3145630162012734	0.5174322759055764	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6193399999999997	No data	-0.907777164920022	-0.6311498836596868	-1	No data	No data	No data	-1	-1
SYBU	0.3215388383080239	0.5165312802169822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2288138893453316	0.042074950100497124	No data	No data	0	0	0	0	0	0.2609349999999999	No data	-0.13193601765030338	0	0	No data	No data	0	0.5	0
PSME4	0.31510493590433913	0.5164999002746407	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	0	0.7856749999999998	No data	-0.803088803088803	-0.9101687294493712	0	No data	No data	No data	0.5	-1
KCNJ3	0.3168730080961832	0.516373692030789	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09307579042140779	0.009205002719726041	No data	1	1	0	1	1	0	0.9500999999999997	No data	-0.9414230557087699	-0.8062197028133957	0	No data	No data	0	0.5	0
CCN3	0.32434404314044296	0.5157371067801466	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.350911165954708	0.010739584751144848	No data	No data	0	1	0	0	0	0.005599999999999739	No data	-0.0025372311086596655	-0.9331874122997585	0	No data	No data	0	0.75	0
RHOH	0.3145994009359761	0.5156430031886212	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03698245685470695	No data	No data	No data	0	0	0	0	0	0.8429299999999997	No data	-0.2174296745725317	0	0	No data	-1	0	0.75	0
ARHGEF10L	0.3142513994323664	0.5153998629887231	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.573885	No data	-0.49795918367346936	No data	0	No data	No data	0	-1	-1
KHDRBS2	0.3191004407194033	0.514560721297331	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20670546799702766	No data	No data	No data	0	0	0	0	0	0.7707749999999998	No data	-0.14649751792608934	-0.2955739410184277	0	No data	No data	-0.19770749999999992	0.5	0.5
NEGR1	0.3148331290745508	0.5144080973745336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051711108249283246	0.039732222807516086	No data	No data	0	0	0	0	0	0.7033900000000003	No data	-0.7626034197462769	-0.7723181045531998	0	No data	No data	0	0.5	0
CELF4	0.31323874119873246	0.5137341170886759	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.9485599999999998	No data	-0.6351902923331495	-0.8397055997083314	0	-1	No data	-0.16666750000000013	0.5	0
CNTNAP5	0.31292525815491584	0.5123286870151664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04819202528400123	No data	No data	No data	0	0	0	0	0	No data	No data	-0.529619415333701	0	0	No data	No data	0	0.75	0.5
CREM	0.31237272354330786	0.5121576011055063	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.3478250000000003	No data	-0.6512961941533371	-0.7899573433837936	0	No data	No data	-0.06354500000000005	0.5	-1
ARFGEF1	0.31119862058007597	0.5118981005777016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.86479	No data	-0.9335907335907336	-0.8017331835789523	0	No data	No data	-0.35505749999999986	-1	-1
FRMD5	0.31225540921032224	0.511693768597489	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.019027891696501945	No data	No data	0	0	0	0	0	0.9210549999999997	No data	-0.701930501930502	-0.7093543961025525	0	No data	No data	0	0.5	0.5
EED	0.3122839053086677	0.5105734077780838	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06219807538230897	No data	No data	No data	0	0	1	1	0	1	1	-0.7843353557639272	0	0	No data	No data	No data	-1	-1
PDE3A	0.30991349723142375	0.5081123605591388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	1	1	0	1	1	0	0.1893099999999997	No data	-0.34583563154991726	0	0	-1	No data	0	0.5	0
SLC26A1	0.3081076877183637	0.5068137507243045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8811913954771098	-0.7790728791559204	0	No data	No data	0	0.5	0
LRRC37A	0.3092845136212952	0.5067737648823479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03951550184475537	No data	No data	No data	0	0	0	0	0	0	No data	0.6255929398786542	No data	No data	No data	No data	-0.985295	0.5	0
OARD1	0.31091918051766565	0.5067626606834599	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09351564420655048	No data	No data	No data	0	0	0	0	0	0.7697350000000001	No data	0.8274682846111419	No data	0	No data	No data	No data	-1	-1
TEAD1	0.3141233701610192	0.5063603741709012	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18884252466847132	0.04079660169244076	No data	No data	0	0	1	1	0	0.7887349999999997	1	-0.9046883618312189	-0.9175952836752865	0	No data	No data	-0.3896725	-1	0
STAG1	0.30979117045428806	0.5061337890647182	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06898325856231867	No data	No data	No data	0	0	0	0	0	0.9682049999999996	No data	-0.9767236624379482	-0.9161317207743386	0	No data	No data	-0.28656499999999985	-1	-1
CHRNA2	0.3135100792121898	0.5058927188177141	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1961511138718259	No data	No data	No data	1	0	1	1	0	0.09262999999999977	No data	0.38201875344732494	-0.28221171810865864	0	-1	No data	-0.11625750000000004	1	0.5
